,eid,timestamp,lifecycle,resource,activity,material,purchase_requisition,quotation,purchase_order,goods_receipt,invoice_receipt,payment
971,event:1984,2022-06-09T08:29:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:113'],['invoice receipt:120'],
972,event:1985,2022-06-09T08:37:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:108'],['goods receipt:113'],,
973,event:1986,2022-06-09T08:45:00.000Z,complete,Finance/Account Department,Execute Payment,,,,"['purchase_order:104', 'purchase_order:105', 'purchase_order:103']","['goods receipt:105', 'goods receipt:106', 'goods receipt:107']",['invoice receipt:106'],['payment:55']
974,event:1987,2022-06-09T09:03:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:102'],['goods receipt:112'],,
975,event:1989,2022-06-09T10:10:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:114'],['invoice receipt:120'],
976,event:1991,2022-06-09T10:20:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:114'],['invoice receipt:120'],
977,event:1993,2022-06-09T13:30:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:123'],['invoice receipt:123'],
978,event:1995,2022-06-09T13:40:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:123'],['invoice receipt:123'],
979,event:1996,2022-06-09T15:46:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:122'],['invoice receipt:123'],
980,event:1997,2022-06-09T16:11:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:91'],['goods receipt:123'],,
981,event:1998,2022-06-09T16:26:00.000Z,complete,Procurement Requisition Manager,Approve Purchase Requisition,"['material:184', 'material:186', 'material:185']",['purchase_requisition:77:pr_trigger_77'],,,,,
982,event:1999,2022-06-09T18:42:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:78:pr_trigger_78'],['quotation:75'],,,,
983,event:2000,2022-06-09T20:09:00.000Z,complete,Finance/Account Department,Execute Payment,,,,['purchase_order:106'],['goods receipt:111'],['invoice receipt:111'],['payment:59']
984,event:2001,2022-06-09T20:36:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:71'],['purchase_order:117'],,,
985,event:2002,2022-06-09T21:04:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:110'],['goods receipt:116'],,
986,event:2003,2022-06-10T02:59:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:124'],['invoice receipt:123'],
987,event:2004,2022-06-10T03:10:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:69'],['purchase_order:112'],,,
988,event:2005,2022-06-10T03:22:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:115'],['invoice receipt:113'],
989,event:2006,2022-06-10T04:03:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:72'],['purchase_order:114'],,,
990,event:2007,2022-06-10T04:43:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:98'],['goods receipt:121'],,
991,event:2008,2022-06-10T06:10:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:68'],['purchase_order:118'],,,
992,event:2018,2022-06-10T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:122'],['invoice receipt:123'],
993,event:2019,2022-06-10T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:124'],['invoice receipt:123'],
994,event:2020,2022-06-10T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:115'],['invoice receipt:113'],
995,event:2023,2022-06-10T08:20:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:120'],['invoice receipt:117'],
996,event:2025,2022-06-10T08:30:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:120'],['invoice receipt:117'],
997,event:2028,2022-06-10T14:57:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:68'],['purchase_order:119'],,,
998,event:2030,2022-06-10T15:52:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:81'],['goods receipt:102'],,
999,event:2031,2022-06-10T16:34:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:114'],['goods receipt:126'],,
1000,event:2032,2022-06-10T20:03:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:112'],['goods receipt:125'],,
1001,event:2033,2022-06-11T00:24:00.000Z,complete,Finance/Account Department,Execute Payment,,,,"['purchase_order:88', 'purchase_order:87']","['goods receipt:100', 'goods receipt:99']",['invoice receipt:102'],['payment:56']
1002,event:2034,2022-06-11T02:48:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:68'],['purchase_order:120'],,,
1003,event:2035,2022-06-11T03:46:00.000Z,complete,Finance/Account Department,Execute Payment,,,,"['purchase_order:107', 'purchase_order:108']","['goods receipt:114', 'goods receipt:113']",['invoice receipt:120'],['payment:62']
1004,event:2036,2022-06-11T06:03:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:77:pr_trigger_77'],['quotation:76'],,,,
1005,event:2037,2022-06-11T11:06:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:71'],['purchase_order:117'],,,
1006,event:2038,2022-06-11T15:10:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:112'],['invoice receipt:124'],
1007,event:2039,2022-06-11T17:17:00.000Z,complete,Finance/Account Department,Execute Payment,,,,"['purchase_order:91', 'purchase_order:90', 'purchase_order:92']","['goods receipt:123', 'goods receipt:124', 'goods receipt:122']",['invoice receipt:123'],['payment:63']
1008,event:2040,2022-06-12T00:41:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:75'],['purchase_order:121'],,,
1009,event:2041,2022-06-12T06:48:00.000Z,complete,Finance/Account Department,Execute Payment,,,,"['purchase_order:110', 'purchase_order:109']","['goods receipt:115', 'goods receipt:116']",['invoice receipt:113'],['payment:64']
1010,event:2042,2022-06-12T07:29:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:74'],['purchase_order:116'],,,
1011,event:2043,2022-06-12T10:58:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:74'],['purchase_order:115'],,,
1012,event:2044,2022-06-12T15:35:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:67'],['purchase_order:111'],,,
1013,event:2045,2022-06-13T01:02:00.000Z,complete,Procurement Requisition Manager,Approve Purchase Requisition,"['material:181', 'material:183', 'material:182', 'material:180']",['purchase_requisition:76:pr_trigger_76'],,,,,
1014,event:2046,2022-06-13T05:54:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:97'],['goods receipt:120'],,
1015,event:2047,2022-06-13T06:27:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:109'],['goods receipt:115'],,
1016,event:2064,2022-06-13T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:112'],['invoice receipt:124'],
1017,event:2066,2022-06-13T07:44:00.000Z,complete,Manufacturing Department,Create Purchase Requisition,['material:190'],['purchase_requisition:80:pr_trigger_80'],,,,,
1018,event:2068,2022-06-13T11:12:00.000Z,complete,Finance/Account Department,Execute Payment,,,,['purchase_order:102'],['goods receipt:112'],['invoice receipt:124'],['payment:66']
1019,event:2069,2022-06-13T12:31:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:91'],['goods receipt:124'],,
1020,event:2070,2022-06-13T14:00:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:115'],['goods receipt:129'],,
1021,event:2071,2022-06-13T14:17:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:68'],['purchase_order:119'],,,
1022,event:2072,2022-06-13T18:18:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:115'],['goods receipt:128'],,
1023,event:2073,2022-06-13T22:42:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:90'],['goods receipt:123'],,
1024,event:2074,2022-06-14T04:50:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:76'],['purchase_order:123'],,,
1025,event:2075,2022-06-14T06:46:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:75'],['purchase_order:121'],,,
1026,event:2080,2022-06-14T07:30:00.000Z,complete,Manufacturing Department,Create Purchase Requisition,"['material:195', 'material:196', 'material:197', 'material:194']",['purchase_requisition:82:pr_trigger_82'],,,,,
1027,event:2082,2022-06-14T08:36:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:126'],['invoice receipt:125'],
1028,event:2084,2022-06-14T08:46:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:126'],['invoice receipt:125'],
1029,event:2086,2022-06-14T08:56:00.000Z,complete,Manufacturing Department,Create Purchase Requisition,"['material:192', 'material:191', 'material:193']",['purchase_requisition:81:pr_trigger_81'],,,,,
1030,event:2088,2022-06-14T10:21:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:98'],['goods receipt:119'],,
1031,event:2090,2022-06-14T13:32:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:75:pr_trigger_75'],['quotation:73'],,,,
1032,event:2092,2022-06-14T19:38:00.000Z,complete,Finance/Account Department,Execute Payment,,,,"['purchase_order:78', 'purchase_order:79']","['goods receipt:93', 'goods receipt:92']",['invoice receipt:91'],['payment:44']
1033,event:2093,2022-06-14T23:04:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:73'],['purchase_order:124'],,,
1034,event:2094,2022-06-15T00:25:00.000Z,complete,Procurement Requisition Manager,Approve Purchase Requisition,"['material:192', 'material:191', 'material:193']",['purchase_requisition:81:pr_trigger_81'],,,,,
1035,event:2095,2022-06-15T01:45:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:125'],['invoice receipt:126'],
1036,event:2096,2022-06-15T01:51:00.000Z,complete,Finance/Account Department,Execute Payment,,,,"['purchase_order:97', 'purchase_order:98', 'purchase_order:99']","['goods receipt:118', 'goods receipt:120', 'goods receipt:119', 'goods receipt:121']",['invoice receipt:117'],['payment:65']
1037,event:2097,2022-06-15T02:07:00.000Z,complete,Finance/Account Department,Execute Payment,,,,['purchase_order:100'],['goods receipt:104'],['invoice receipt:103'],['payment:53']
1038,event:2098,2022-06-15T02:46:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:68'],['purchase_order:120'],,,
1039,event:2099,2022-06-15T06:53:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:116'],['goods receipt:128'],,
1040,event:2107,2022-06-15T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:125'],['invoice receipt:126'],
1041,event:2109,2022-06-15T08:49:00.000Z,complete,Manufacturing Department,Create Purchase Requisition,"['material:200', 'material:201']",['purchase_requisition:85:pr_trigger_85'],,,,,
1042,event:2111,2022-06-15T08:51:00.000Z,complete,Manufacturing Department,Create Purchase Requisition,['material:199'],['purchase_requisition:84:pr_trigger_84'],,,,,
1043,event:2114,2022-06-15T15:37:00.000Z,complete,Manufacturing Department,Create Purchase Requisition,"['material:205', 'material:204', 'material:202', 'material:203']",['purchase_requisition:86:pr_trigger_86'],,,,,
1044,event:2115,2022-06-15T16:09:00.000Z,complete,Finance/Account Department,Execute Payment,,,,['purchase_order:89'],['goods receipt:101'],['invoice receipt:108'],['payment:61']
1045,event:2116,2022-06-15T20:23:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:81:pr_trigger_81'],['quotation:80'],,,,
1046,event:2117,2022-06-15T20:49:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:129'],['invoice receipt:128'],
1047,event:2118,2022-06-15T22:32:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:90'],['goods receipt:124'],,
1048,event:2119,2022-06-16T05:44:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:97'],['goods receipt:119'],,
1049,event:2120,2022-06-16T05:49:00.000Z,complete,Finance/Account Department,Execute Payment,,,,['purchase_order:112'],['goods receipt:125'],['invoice receipt:126'],['payment:68']
1050,event:2125,2022-06-16T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:129'],['invoice receipt:128'],
1051,event:2126,2022-06-16T08:51:00.000Z,complete,Manufacturing Department,Create Purchase Requisition,"['material:206', 'material:208', 'material:209', 'material:207']",['purchase_requisition:87:pr_trigger_87'],,,,,
1052,event:2128,2022-06-16T10:06:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:80'],['purchase_order:125'],,,
1053,event:2130,2022-06-16T13:39:00.000Z,complete,Procurement Requisition Manager,Approve Purchase Requisition,['material:199'],['purchase_requisition:84:pr_trigger_84'],,,,,
1054,event:2132,2022-06-16T18:08:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:76'],['purchase_order:123'],,,
1055,event:2133,2022-06-16T18:59:00.000Z,complete,Procurement Requisition Manager,Approve Purchase Requisition,"['material:195', 'material:196', 'material:197', 'material:194']",['purchase_requisition:82:pr_trigger_82'],,,,,
1056,event:2134,2022-06-16T21:24:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:76:pr_trigger_76'],['quotation:78'],,,,
1057,event:2135,2022-06-16T22:49:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:80'],['purchase_order:125'],,,
1058,event:2136,2022-06-17T05:29:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:128'],['invoice receipt:128'],
1059,event:2142,2022-06-17T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:128'],['invoice receipt:128'],
1060,event:2144,2022-06-17T08:50:00.000Z,complete,Procurement Requisition Manager,Approve Purchase Requisition,"['material:205', 'material:204', 'material:202', 'material:203']",['purchase_requisition:86:pr_trigger_86'],,,,,
1061,event:2147,2022-06-17T09:42:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:78'],['purchase_order:126'],,,
1062,event:2149,2022-06-17T11:54:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:111'],['goods receipt:130'],,
1063,event:2151,2022-06-17T12:10:00.000Z,complete,Manufacturing Department,Create Purchase Requisition,['material:212'],['purchase_requisition:89:pr_trigger_89'],,,,,
1064,event:2153,2022-06-17T12:44:00.000Z,complete,Manufacturing Department,Delegate Purchase Requisition Approval,['material:212'],['purchase_requisition:89:pr_trigger_89'],,,,,
1065,event:2155,2022-06-17T13:01:00.000Z,complete,Manufacturing Department,Create Purchase Requisition,"['material:210', 'material:211']",['purchase_requisition:88:pr_trigger_88'],,,,,
1066,event:2157,2022-06-17T14:48:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:76'],['purchase_order:122'],,,
1067,event:2159,2022-06-17T16:00:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:73'],['purchase_order:124'],,,
1068,event:2160,2022-06-17T19:13:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:78'],['purchase_order:126'],,,
1069,event:2161,2022-06-18T00:06:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:86:pr_trigger_86'],['quotation:83'],,,,
1070,event:2162,2022-06-18T01:37:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:130'],['invoice receipt:129'],
1071,event:2163,2022-06-18T09:14:00.000Z,complete,Procurement Requisition Manager,Approve Purchase Requisition,['material:190'],['purchase_requisition:80:pr_trigger_80'],,,,,
