,eid,activity,timestamp,CreatedBy,ApprovedBy,PostedBy,ScreenedBy,Outcome,Result,Decision,JobRequisition,HiringManager,Recruiter,Candidate,Assessment,Interviewer
1759,E0001760,Send Rejection Letter,2028-02-25 14:14:17.823636+00:00,,,,,,,,,,,['C00234'],,
1760,E0001761,Submit Application,2028-02-25 14:15:17.823636+00:00,,,,,,,,['JR014'],,,['C00235'],,
1761,E0001762,Screen Resume,2028-02-25 17:15:17.823636+00:00,,,,R006,,,,,,['R006'],['C00235'],,
1762,E0001763,Schedule Initial Interview,2028-02-27 08:15:17.823636+00:00,,,,,,,,,,['R006'],['C00235'],,
1763,E0001764,Conduct Initial Interview,2028-02-28 21:15:17.823636+00:00,,,,,Fail,,,,,['R006'],['C00235'],,
1764,E0001765,Send Rejection Letter,2028-02-29 19:15:17.823636+00:00,,,,,,,,,,,['C00235'],,
1765,E0001766,Submit Application,2028-02-29 19:46:17.823636+00:00,,,,,,,,['JR014'],,,['C00236'],,
1766,E0001767,Screen Resume,2028-02-29 22:46:17.823636+00:00,,,,R006,,,,,,['R006'],['C00236'],,
1767,E0001768,Send Rejection Letter,2028-03-01 07:46:17.823636+00:00,,,,,,,,,,,['C00236'],,
1768,E0001769,Submit Application,2028-03-01 08:28:17.823636+00:00,,,,,,,,['JR034'],,,['C00237'],,
1769,E0001770,Screen Resume,2028-03-01 10:06:17.823636+00:00,,,,R008,,,,,,['R008'],['C00237'],,
1770,E0001771,Schedule Initial Interview,2028-03-01 20:06:17.823636+00:00,,,,,,,,,,['R008'],['C00237'],,
1771,E0001772,Conduct Initial Interview,2028-03-04 15:06:17.823636+00:00,,,,,Pass,,,,,['R008'],['C00237'],,
1772,E0001773,Send Assessment,2028-03-04 17:06:17.823636+00:00,,,,,,,,,,,['C00237'],['A00922'],
1773,E0001774,Complete Assessment,2028-03-06 21:06:17.823636+00:00,,,,,,,,,,,['C00237'],['A00922'],
1774,E0001775,Review Assessment,2028-03-06 23:06:17.823636+00:00,,,,,,Pass,,,['HM003'],,['C00237'],['A00922'],
1775,E0001776,Schedule Panel Interview,2028-03-09 03:06:17.823636+00:00,,,,,,,,,,,['C00237'],,"['I032', 'I019', 'I017', 'I027']"
1776,E0001777,Conduct Panel Interview,2028-03-14 06:06:17.823636+00:00,,,,,,,,,,,['C00237'],,"['I032', 'I019', 'I017', 'I027']"
1777,E0001778,Evaluate Interview,2028-03-15 06:06:17.823636+00:00,,,,,,,Proceed,,['HM003'],,['C00237'],,
1778,E0001779,Initiate Background Check,2028-03-16 01:06:17.823636+00:00,,,,,,,,,,,['C00237'],,
1779,E0001780,Complete Background Check,2028-03-28 01:06:17.823636+00:00,,,,,,Clear,,,,,['C00237'],,
1780,E0001781,Prepare Offer Letter,2028-03-28 12:06:17.823636+00:00,,,,,,,,,['HM003'],,['C00237'],,
1781,E0001782,Send Offer Letter,2028-03-29 12:06:17.823636+00:00,,,,,,,,,,,['C00237'],,
1782,E0001783,Candidate Accept Offer,2028-03-31 21:06:17.823636+00:00,,,,,,,,,,,['C00237'],,
1783,E0001784,Start Onboarding,2028-04-03 21:06:17.823636+00:00,,,,,,,,,,,['C00237'],,
1784,E0001785,Complete HR Paperwork,2028-04-03 22:06:17.823636+00:00,,,,,,,,,,,['C00237'],,
1785,E0001786,Attend Orientation Training,2028-04-04 02:06:17.823636+00:00,,,,,,,,,,,['C00237'],,
1786,E0001787,Complete Onboarding,2028-04-04 06:06:17.823636+00:00,,,,,,,,,,,['C00237'],,
1787,E0001788,Submit Application,2028-04-04 06:57:17.823636+00:00,,,,,,,,['JR082'],,,['C00238'],,
1788,E0001789,Screen Resume,2028-04-04 09:57:17.823636+00:00,,,,R003,,,,,,['R003'],['C00238'],,
1789,E0001790,Schedule Initial Interview,2028-04-04 20:57:17.823636+00:00,,,,,,,,,,['R003'],['C00238'],,
1790,E0001791,Conduct Initial Interview,2028-04-07 20:57:17.823636+00:00,,,,,Pass,,,,,['R003'],['C00238'],,
1791,E0001792,Send Assessment,2028-04-08 00:57:17.823636+00:00,,,,,,,,,,,['C00238'],['A00301'],
1792,E0001793,Complete Assessment,2028-04-10 13:57:17.823636+00:00,,,,,,,,,,,['C00238'],['A00301'],
1793,E0001794,Review Assessment,2028-04-11 01:57:17.823636+00:00,,,,,,Pass,,,['HM016'],,['C00238'],['A00301'],
1794,E0001795,Schedule Panel Interview,2028-04-12 23:57:17.823636+00:00,,,,,,,,,,,['C00238'],,"['I022', 'I042', 'I006', 'I015']"
1795,E0001796,Conduct Panel Interview,2028-04-16 08:57:17.823636+00:00,,,,,,,,,,,['C00238'],,"['I022', 'I042', 'I006', 'I015']"
1796,E0001797,Evaluate Interview,2028-04-17 08:57:17.823636+00:00,,,,,,,Reject,,['HM016'],,['C00238'],,
1797,E0001798,Send Rejection Letter,2028-04-17 22:57:17.823636+00:00,,,,,,,,,,,['C00238'],,
1798,E0001799,Submit Application,2028-04-17 23:21:17.823636+00:00,,,,,,,,['JR043'],,,['C00239'],,
1799,E0001800,Screen Resume,2028-04-18 02:21:17.823636+00:00,,,,R008,,,,,,['R008'],['C00239'],,
1800,E0001801,Schedule Initial Interview,2028-04-18 10:21:17.823636+00:00,,,,,,,,,,['R008'],['C00239'],,
1801,E0001802,Conduct Initial Interview,2028-04-20 23:21:17.823636+00:00,,,,,Pass,,,,,['R008'],['C00239'],,
1802,E0001803,Send Assessment,2028-04-21 20:21:17.823636+00:00,,,,,,,,,,,['C00239'],['A00888'],
1803,E0001804,Complete Assessment,2028-04-22 06:21:17.823636+00:00,,,,,,,,,,,['C00239'],['A00888'],
1804,E0001805,Review Assessment,2028-04-22 16:21:17.823636+00:00,,,,,,Pass,,,['HM015'],,['C00239'],['A00888'],
1805,E0001806,Schedule Panel Interview,2028-04-22 23:21:17.823636+00:00,,,,,,,,,,,['C00239'],,"['I025', 'I034', 'I020', 'I027']"
1806,E0001807,Conduct Panel Interview,2028-04-25 13:21:17.823636+00:00,,,,,,,,,,,['C00239'],,"['I025', 'I034', 'I020', 'I027']"
1807,E0001808,Evaluate Interview,2028-04-25 18:21:17.823636+00:00,,,,,,,Proceed,,['HM015'],,['C00239'],,
1808,E0001809,Initiate Background Check,2028-04-26 05:21:17.823636+00:00,,,,,,,,,,,['C00239'],,
1809,E0001810,Complete Background Check,2028-05-03 05:21:17.823636+00:00,,,,,,Flagged,,,,,['C00239'],,
1810,E0001811,Send Rejection Letter,2028-05-03 10:21:17.823636+00:00,,,,,,,,,,,['C00239'],,
1811,E0001812,Submit Application,2028-05-03 11:17:17.823636+00:00,,,,,,,,['JR041'],,,['C00240'],,
1812,E0001813,Screen Resume,2028-05-03 13:11:17.823636+00:00,,,,R003,,,,,,['R003'],['C00240'],,
1813,E0001814,Schedule Initial Interview,2028-05-04 11:11:17.823636+00:00,,,,,,,,,,['R003'],['C00240'],,
1814,E0001815,Conduct Initial Interview,2028-05-05 10:11:17.823636+00:00,,,,,Fail,,,,,['R003'],['C00240'],,
1815,E0001816,Send Rejection Letter,2028-05-06 07:11:17.823636+00:00,,,,,,,,,,,['C00240'],,
1816,E0001817,Submit Application,2028-05-06 07:12:17.823636+00:00,,,,,,,,['JR008'],,,['C00241'],,
1817,E0001818,Screen Resume,2028-05-06 09:12:17.823636+00:00,,,,R006,,,,,,['R006'],['C00241'],,
1818,E0001819,Send Rejection Letter,2028-05-06 15:12:17.823636+00:00,,,,,,,,,,,['C00241'],,
1819,E0001820,Submit Application,2028-05-06 16:01:17.823636+00:00,,,,,,,,['JR074'],,,['C00242'],,
1820,E0001821,Screen Resume,2028-05-06 17:01:17.823636+00:00,,,,R006,,,,,,['R006'],['C00242'],,
1821,E0001822,Schedule Initial Interview,2028-05-07 21:01:17.823636+00:00,,,,,,,,,,['R006'],['C00242'],,
1822,E0001823,Conduct Initial Interview,2028-05-10 04:01:17.823636+00:00,,,,,Fail,,,,,['R006'],['C00242'],,
1823,E0001824,Send Rejection Letter,2028-05-10 18:01:17.823636+00:00,,,,,,,,,,,['C00242'],,
1824,E0001825,Submit Application,2028-05-10 18:26:17.823636+00:00,,,,,,,,['JR062'],,,['C00243'],,
1825,E0001826,Screen Resume,2028-05-10 20:26:17.823636+00:00,,,,R007,,,,,,['R007'],['C00243'],,
1826,E0001827,Send Rejection Letter,2028-05-10 21:26:17.823636+00:00,,,,,,,,,,,['C00243'],,
1827,E0001828,Submit Application,2028-05-10 22:15:17.823636+00:00,,,,,,,,['JR042'],,,['C00244'],,
1828,E0001829,Screen Resume,2028-05-10 22:54:17.823636+00:00,,,,R002,,,,,,['R002'],['C00244'],,
1829,E0001830,Schedule Initial Interview,2028-05-10 23:54:17.823636+00:00,,,,,,,,,,['R002'],['C00244'],,
1830,E0001831,Conduct Initial Interview,2028-05-12 07:54:17.823636+00:00,,,,,Pass,,,,,['R002'],['C00244'],,
1831,E0001832,Send Assessment,2028-05-12 19:54:17.823636+00:00,,,,,,,,,,,['C00244'],['A00711'],
1832,E0001833,Complete Assessment,2028-05-14 11:54:17.823636+00:00,,,,,,,,,,,['C00244'],['A00711'],
1833,E0001834,Review Assessment,2028-05-15 03:54:17.823636+00:00,,,,,,Fail,,,['HM018'],,['C00244'],['A00711'],
1834,E0001835,Send Rejection Letter,2028-05-15 09:54:17.823636+00:00,,,,,,,,,,,['C00244'],,
1835,E0001836,Submit Application,2028-05-15 10:47:17.823636+00:00,,,,,,,,['JR009'],,,['C00245'],,
1836,E0001837,Screen Resume,2028-05-15 13:47:17.823636+00:00,,,,R006,,,,,,['R006'],['C00245'],,
1837,E0001838,Schedule Initial Interview,2028-05-16 23:47:17.823636+00:00,,,,,,,,,,['R006'],['C00245'],,
1838,E0001839,Conduct Initial Interview,2028-05-19 19:47:17.823636+00:00,,,,,Fail,,,,,['R006'],['C00245'],,
1839,E0001840,Send Rejection Letter,2028-05-20 09:47:17.823636+00:00,,,,,,,,,,,['C00245'],,
1840,E0001841,Submit Application,2028-05-20 09:56:17.823636+00:00,,,,,,,,['JR088'],,,['C00246'],,
1841,E0001842,Screen Resume,2028-05-20 13:56:17.823636+00:00,,,,R004,,,,,,['R004'],['C00246'],,
1842,E0001843,Schedule Initial Interview,2028-05-21 02:56:17.823636+00:00,,,,,,,,,,['R004'],['C00246'],,
1843,E0001844,Conduct Initial Interview,2028-05-22 00:56:17.823636+00:00,,,,,Fail,,,,,['R004'],['C00246'],,
1844,E0001845,Send Rejection Letter,2028-05-22 01:56:17.823636+00:00,,,,,,,,,,,['C00246'],,
1845,E0001846,Submit Application,2028-05-22 02:11:17.823636+00:00,,,,,,,,['JR030'],,,['C00247'],,
1846,E0001847,Screen Resume,2028-05-22 02:42:17.823636+00:00,,,,R009,,,,,,['R009'],['C00247'],,
1847,E0001848,Schedule Initial Interview,2028-05-22 04:42:17.823636+00:00,,,,,,,,,,['R009'],['C00247'],,
1848,E0001849,Conduct Initial Interview,2028-05-24 21:42:17.823636+00:00,,,,,Pass,,,,,['R009'],['C00247'],,
1849,E0001850,Send Assessment,2028-05-25 09:42:17.823636+00:00,,,,,,,,,,,['C00247'],['A00127'],
1850,E0001851,Complete Assessment,2028-05-25 14:42:17.823636+00:00,,,,,,,,,,,['C00247'],['A00127'],
1851,E0001852,Review Assessment,2028-05-26 14:42:17.823636+00:00,,,,,,Fail,,,['HM013'],,['C00247'],['A00127'],
1852,E0001853,Send Rejection Letter,2028-05-27 08:42:17.823636+00:00,,,,,,,,,,,['C00247'],,
1853,E0001854,Submit Application,2028-05-27 08:46:17.823636+00:00,,,,,,,,['JR080'],,,['C00248'],,
1854,E0001855,Screen Resume,2028-05-27 09:46:17.823636+00:00,,,,R010,,,,,,['R010'],['C00248'],,
1855,E0001856,Send Rejection Letter,2028-05-28 06:46:17.823636+00:00,,,,,,,,,,,['C00248'],,
1856,E0001857,Submit Application,2028-05-28 06:50:17.823636+00:00,,,,,,,,['JR003'],,,['C00249'],,
1857,E0001858,Screen Resume,2028-05-28 10:50:17.823636+00:00,,,,R008,,,,,,['R008'],['C00249'],,
1858,E0001859,Schedule Initial Interview,2028-05-28 18:50:17.823636+00:00,,,,,,,,,,['R008'],['C00249'],,
1859,E0001860,Conduct Initial Interview,2028-05-31 17:50:17.823636+00:00,,,,,Fail,,,,,['R008'],['C00249'],,
1860,E0001861,Send Rejection Letter,2028-06-01 09:50:17.823636+00:00,,,,,,,,,,,['C00249'],,
1861,E0001862,Submit Application,2028-06-01 10:00:17.823636+00:00,,,,,,,,['JR090'],,,['C00250'],,
1862,E0001863,Screen Resume,2028-06-01 11:00:17.823636+00:00,,,,R010,,,,,,['R010'],['C00250'],,
1863,E0001864,Schedule Initial Interview,2028-06-03 06:00:17.823636+00:00,,,,,,,,,,['R010'],['C00250'],,
1864,E0001865,Conduct Initial Interview,2028-06-03 19:00:17.823636+00:00,,,,,Fail,,,,,['R010'],['C00250'],,
1865,E0001866,Send Rejection Letter,2028-06-04 15:00:17.823636+00:00,,,,,,,,,,,['C00250'],,
1866,E0001867,Submit Application,2028-06-04 15:45:17.823636+00:00,,,,,,,,['JR078'],,,['C00251'],,
1867,E0001868,Screen Resume,2028-06-04 16:45:17.823636+00:00,,,,R009,,,,,,['R009'],['C00251'],,
1868,E0001869,Schedule Initial Interview,2028-06-06 08:45:17.823636+00:00,,,,,,,,,,['R009'],['C00251'],,
1869,E0001870,Conduct Initial Interview,2028-06-07 00:45:17.823636+00:00,,,,,Fail,,,,,['R009'],['C00251'],,
1870,E0001871,Send Rejection Letter,2028-06-07 04:45:17.823636+00:00,,,,,,,,,,,['C00251'],,
1871,E0001872,Submit Application,2028-06-07 05:17:17.823636+00:00,,,,,,,,['JR014'],,,['C00252'],,
1872,E0001873,Screen Resume,2028-06-07 07:17:17.823636+00:00,,,,R006,,,,,,['R006'],['C00252'],,
1873,E0001874,Send Rejection Letter,2028-06-08 00:17:17.823636+00:00,,,,,,,,,,,['C00252'],,
1874,E0001875,Submit Application,2028-06-08 00:40:17.823636+00:00,,,,,,,,['JR026'],,,['C00253'],,
1875,E0001876,Screen Resume,2028-06-08 01:32:17.823636+00:00,,,,R003,,,,,,['R003'],['C00253'],,
1876,E0001877,Schedule Initial Interview,2028-06-09 13:32:17.823636+00:00,,,,,,,,,,['R003'],['C00253'],,
1877,E0001878,Conduct Initial Interview,2028-06-12 05:32:17.823636+00:00,,,,,Pass,,,,,['R003'],['C00253'],,
1878,E0001879,Send Assessment,2028-06-12 21:32:17.823636+00:00,,,,,,,,,,,['C00253'],['A00705'],
1879,E0001880,Complete Assessment,2028-06-14 16:32:17.823636+00:00,,,,,,,,,,,['C00253'],['A00705'],
1880,E0001881,Review Assessment,2028-06-14 20:32:17.823636+00:00,,,,,,Pass,,,['HM011'],,['C00253'],['A00705'],
1881,E0001882,Schedule Panel Interview,2028-06-17 12:32:17.823636+00:00,,,,,,,,,,,['C00253'],,"['I037', 'I043']"
1882,E0001883,Conduct Panel Interview,2028-06-20 02:32:17.823636+00:00,,,,,,,,,,,['C00253'],,"['I037', 'I043']"
1883,E0001884,Evaluate Interview,2028-06-20 05:32:17.823636+00:00,,,,,,,Proceed,,['HM011'],,['C00253'],,
1884,E0001885,Initiate Background Check,2028-06-21 05:32:17.823636+00:00,,,,,,,,,,,['C00253'],,
1885,E0001886,Complete Background Check,2028-07-03 05:32:17.823636+00:00,,,,,,Clear,,,,,['C00253'],,
1886,E0001887,Prepare Offer Letter,2028-07-03 14:32:17.823636+00:00,,,,,,,,,['HM011'],,['C00253'],,
1887,E0001888,Send Offer Letter,2028-07-04 11:32:17.823636+00:00,,,,,,,,,,,['C00253'],,
1888,E0001889,Candidate Accept Offer,2028-07-06 23:32:17.823636+00:00,,,,,,,,,,,['C00253'],,
1889,E0001890,Start Onboarding,2028-07-10 23:32:17.823636+00:00,,,,,,,,,,,['C00253'],,
1890,E0001891,Complete HR Paperwork,2028-07-11 00:32:17.823636+00:00,,,,,,,,,,,['C00253'],,
1891,E0001892,Attend Orientation Training,2028-07-11 04:32:17.823636+00:00,,,,,,,,,,,['C00253'],,
1892,E0001893,Complete Onboarding,2028-07-11 08:32:17.823636+00:00,,,,,,,,,,,['C00253'],,
1893,E0001894,Submit Application,2028-07-11 08:49:17.823636+00:00,,,,,,,,['JR038'],,,['C00254'],,
1894,E0001895,Screen Resume,2028-07-11 09:49:17.823636+00:00,,,,R001,,,,,,['R001'],['C00254'],,
1895,E0001896,Send Rejection Letter,2028-07-11 11:49:17.823636+00:00,,,,,,,,,,,['C00254'],,
1896,E0001897,Submit Application,2028-07-11 12:13:17.823636+00:00,,,,,,,,['JR038'],,,['C00255'],,
1897,E0001898,Screen Resume,2028-07-11 13:08:17.823636+00:00,,,,R001,,,,,,['R001'],['C00255'],,
1898,E0001899,Schedule Initial Interview,2028-07-11 21:08:17.823636+00:00,,,,,,,,,,['R001'],['C00255'],,
1899,E0001900,Conduct Initial Interview,2028-07-12 10:08:17.823636+00:00,,,,,Pass,,,,,['R001'],['C00255'],,
1900,E0001901,Send Assessment,2028-07-12 15:08:17.823636+00:00,,,,,,,,,,,['C00255'],['A00010'],
1901,E0001902,Complete Assessment,2028-07-13 13:08:17.823636+00:00,,,,,,,,,,,['C00255'],['A00010'],
1902,E0001903,Review Assessment,2028-07-14 07:08:17.823636+00:00,,,,,,Fail,,,['HM004'],,['C00255'],['A00010'],
1903,E0001904,Send Rejection Letter,2028-07-15 07:08:17.823636+00:00,,,,,,,,,,,['C00255'],,
1904,E0001905,Submit Application,2028-07-15 07:32:17.823636+00:00,,,,,,,,['JR012'],,,['C00256'],,
1905,E0001906,Screen Resume,2028-07-15 08:10:17.823636+00:00,,,,R007,,,,,,['R007'],['C00256'],,
1906,E0001907,Schedule Initial Interview,2028-07-16 10:10:17.823636+00:00,,,,,,,,,,['R007'],['C00256'],,
1907,E0001908,Conduct Initial Interview,2028-07-18 21:10:17.823636+00:00,,,,,Fail,,,,,['R007'],['C00256'],,
1908,E0001909,Send Rejection Letter,2028-07-19 10:10:17.823636+00:00,,,,,,,,,,,['C00256'],,
1909,E0001910,Submit Application,2028-07-19 11:05:17.823636+00:00,,,,,,,,['JR089'],,,['C00257'],,
1910,E0001911,Screen Resume,2028-07-19 15:05:17.823636+00:00,,,,R008,,,,,,['R008'],['C00257'],,
1911,E0001912,Send Rejection Letter,2028-07-19 21:05:17.823636+00:00,,,,,,,,,,,['C00257'],,
1912,E0001913,Submit Application,2028-07-19 21:14:17.823636+00:00,,,,,,,,['JR015'],,,['C00258'],,
1913,E0001914,Screen Resume,2028-07-19 22:14:17.823636+00:00,,,,R004,,,,,,['R004'],['C00258'],,
1914,E0001915,Send Rejection Letter,2028-07-20 04:14:17.823636+00:00,,,,,,,,,,,['C00258'],,
1915,E0001916,Submit Application,2028-07-20 04:41:17.823636+00:00,,,,,,,,['JR014'],,,['C00259'],,
1916,E0001917,Screen Resume,2028-07-20 05:57:17.823636+00:00,,,,R006,,,,,,['R006'],['C00259'],,
1917,E0001918,Send Rejection Letter,2028-07-21 03:57:17.823636+00:00,,,,,,,,,,,['C00259'],,
1918,E0001919,Submit Application,2028-07-21 04:09:17.823636+00:00,,,,,,,,['JR057'],,,['C00260'],,
1919,E0001920,Screen Resume,2028-07-21 07:09:17.823636+00:00,,,,R002,,,,,,['R002'],['C00260'],,
1920,E0001921,Send Rejection Letter,2028-07-22 05:09:17.823636+00:00,,,,,,,,,,,['C00260'],,
1921,E0001922,Submit Application,2028-07-22 06:07:17.823636+00:00,,,,,,,,['JR094'],,,['C00261'],,
1922,E0001923,Screen Resume,2028-07-22 10:07:17.823636+00:00,,,,R005,,,,,,['R005'],['C00261'],,
1923,E0001924,Schedule Initial Interview,2028-07-23 13:07:17.823636+00:00,,,,,,,,,,['R005'],['C00261'],,
1924,E0001925,Conduct Initial Interview,2028-07-25 22:07:17.823636+00:00,,,,,Pass,,,,,['R005'],['C00261'],,
1925,E0001926,Send Assessment,2028-07-26 07:07:17.823636+00:00,,,,,,,,,,,['C00261'],['A00065'],
1926,E0001927,Complete Assessment,2028-07-28 00:07:17.823636+00:00,,,,,,,,,,,['C00261'],['A00065'],
1927,E0001928,Review Assessment,2028-07-28 20:07:17.823636+00:00,,,,,,Pass,,,['HM014'],,['C00261'],['A00065'],
1928,E0001929,Schedule Panel Interview,2028-07-29 09:07:17.823636+00:00,,,,,,,,,,,['C00261'],,"['I022', 'I034', 'I045', 'I040']"
1929,E0001930,Conduct Panel Interview,2028-08-03 23:07:17.823636+00:00,,,,,,,,,,,['C00261'],,"['I022', 'I034', 'I045', 'I040']"
1930,E0001931,Evaluate Interview,2028-08-04 21:07:17.823636+00:00,,,,,,,Proceed,,['HM014'],,['C00261'],,
1931,E0001932,Initiate Background Check,2028-08-05 13:07:17.823636+00:00,,,,,,,,,,,['C00261'],,
1932,E0001933,Complete Background Check,2028-08-11 13:07:17.823636+00:00,,,,,,Flagged,,,,,['C00261'],,
1933,E0001934,Send Rejection Letter,2028-08-11 18:07:17.823636+00:00,,,,,,,,,,,['C00261'],,
1934,E0001935,Submit Application,2028-08-11 19:05:17.823636+00:00,,,,,,,,['JR072'],,,['C00262'],,
1935,E0001936,Screen Resume,2028-08-11 19:26:17.823636+00:00,,,,R005,,,,,,['R005'],['C00262'],,
1936,E0001937,Schedule Initial Interview,2028-08-12 06:26:17.823636+00:00,,,,,,,,,,['R005'],['C00262'],,
1937,E0001938,Conduct Initial Interview,2028-08-14 23:26:17.823636+00:00,,,,,Fail,,,,,['R005'],['C00262'],,
1938,E0001939,Send Rejection Letter,2028-08-15 15:26:17.823636+00:00,,,,,,,,,,,['C00262'],,
1939,E0001940,Submit Application,2028-08-15 15:31:17.823636+00:00,,,,,,,,['JR022'],,,['C00263'],,
1940,E0001941,Screen Resume,2028-08-15 16:27:17.823636+00:00,,,,R006,,,,,,['R006'],['C00263'],,
1941,E0001942,Schedule Initial Interview,2028-08-16 10:27:17.823636+00:00,,,,,,,,,,['R006'],['C00263'],,
1942,E0001943,Conduct Initial Interview,2028-08-16 17:27:17.823636+00:00,,,,,Pass,,,,,['R006'],['C00263'],,
1943,E0001944,Send Assessment,2028-08-17 14:27:17.823636+00:00,,,,,,,,,,,['C00263'],['A00564'],
1944,E0001945,Complete Assessment,2028-08-19 15:27:17.823636+00:00,,,,,,,,,,,['C00263'],['A00564'],
1945,E0001946,Review Assessment,2028-08-20 02:27:17.823636+00:00,,,,,,Pass,,,['HM011'],,['C00263'],['A00564'],
1946,E0001947,Schedule Panel Interview,2028-08-22 18:27:17.823636+00:00,,,,,,,,,,,['C00263'],,"['I029', 'I037', 'I006']"
1947,E0001948,Conduct Panel Interview,2028-08-28 12:27:17.823636+00:00,,,,,,,,,,,['C00263'],,"['I029', 'I037', 'I006']"
1948,E0001949,Evaluate Interview,2028-08-28 23:27:17.823636+00:00,,,,,,,Proceed,,['HM011'],,['C00263'],,
1949,E0001950,Initiate Background Check,2028-08-29 15:27:17.823636+00:00,,,,,,,,,,,['C00263'],,
1950,E0001951,Complete Background Check,2028-09-10 15:27:17.823636+00:00,,,,,,Clear,,,,,['C00263'],,
1951,E0001952,Prepare Offer Letter,2028-09-10 19:27:17.823636+00:00,,,,,,,,,['HM011'],,['C00263'],,
1952,E0001953,Send Offer Letter,2028-09-11 08:27:17.823636+00:00,,,,,,,,,,,['C00263'],,
1953,E0001954,Candidate Accept Offer,2028-09-15 18:27:17.823636+00:00,,,,,,,,,,,['C00263'],,
1954,E0001955,Start Onboarding,2028-09-18 18:27:17.823636+00:00,,,,,,,,,,,['C00263'],,
1955,E0001956,Complete HR Paperwork,2028-09-18 19:27:17.823636+00:00,,,,,,,,,,,['C00263'],,
1956,E0001957,Attend Orientation Training,2028-09-18 23:27:17.823636+00:00,,,,,,,,,,,['C00263'],,
1957,E0001958,Complete Onboarding,2028-09-19 03:27:17.823636+00:00,,,,,,,,,,,['C00263'],,
1958,E0001959,Submit Application,2028-09-19 03:28:17.823636+00:00,,,,,,,,['JR071'],,,['C00264'],,
1959,E0001960,Screen Resume,2028-09-19 05:24:17.823636+00:00,,,,R001,,,,,,['R001'],['C00264'],,
1960,E0001961,Send Rejection Letter,2028-09-20 01:24:17.823636+00:00,,,,,,,,,,,['C00264'],,
1961,E0001962,Submit Application,2028-09-20 01:44:17.823636+00:00,,,,,,,,['JR082'],,,['C00265'],,
1962,E0001963,Screen Resume,2028-09-20 03:10:17.823636+00:00,,,,R003,,,,,,['R003'],['C00265'],,
1963,E0001964,Schedule Initial Interview,2028-09-21 22:10:17.823636+00:00,,,,,,,,,,['R003'],['C00265'],,
1964,E0001965,Conduct Initial Interview,2028-09-24 09:10:17.823636+00:00,,,,,Fail,,,,,['R003'],['C00265'],,
1965,E0001966,Send Rejection Letter,2028-09-24 21:10:17.823636+00:00,,,,,,,,,,,['C00265'],,
1966,E0001967,Submit Application,2028-09-24 22:03:17.823636+00:00,,,,,,,,['JR007'],,,['C00266'],,
1967,E0001968,Screen Resume,2028-09-25 02:03:17.823636+00:00,,,,R008,,,,,,['R008'],['C00266'],,
1968,E0001969,Schedule Initial Interview,2028-09-26 18:03:17.823636+00:00,,,,,,,,,,['R008'],['C00266'],,
1969,E0001970,Conduct Initial Interview,2028-09-29 07:03:17.823636+00:00,,,,,Fail,,,,,['R008'],['C00266'],,
1970,E0001971,Send Rejection Letter,2028-09-30 06:03:17.823636+00:00,,,,,,,,,,,['C00266'],,
1971,E0001972,Submit Application,2028-09-30 06:11:17.823636+00:00,,,,,,,,['JR058'],,,['C00267'],,
1972,E0001973,Screen Resume,2028-09-30 08:11:17.823636+00:00,,,,R004,,,,,,['R004'],['C00267'],,
1973,E0001974,Schedule Initial Interview,2028-10-01 07:11:17.823636+00:00,,,,,,,,,,['R004'],['C00267'],,
1974,E0001975,Conduct Initial Interview,2028-10-02 21:11:17.823636+00:00,,,,,Fail,,,,,['R004'],['C00267'],,
1975,E0001976,Send Rejection Letter,2028-10-03 20:11:17.823636+00:00,,,,,,,,,,,['C00267'],,
